trip_id,person_id,household_id,tour_id,outbound,purpose,destination,origin,depart,trip_mode
7293.0,3789,17133462,911.0,False,social,11617,11618,18.0,WALK
7294.0,3789,17133462,911.0,False,work,3631,3632,18.0,WALK
7295.0,3789,17133462,911.0,False,Home,13871,9533,20.0,WALK_LOC
7297.0,3794,17133496,912.0,True,work,11607,21858,9.0,SHARED2FREE
7301.0,3794,17133496,912.0,False,shopping,16950,14437,18.0,WALK_LOC
7302.0,3794,17133496,912.0,False,Home,21858,16950,19.0,WALK
7305.0,3795,17133496,913.0,True,escort,3186,21858,9.0,SHARED2FREE
7306.0,3795,17133496,913.0,True,escort,33325,3186,9.0,SHARED2FREE
7307.0,3795,17133496,913.0,True,work,10174,33325,9.0,SHARED2FREE
7309.0,3795,17133496,913.0,False,escort,14693,9683,17.0,SHARED2FREE
7310.0,3795,17133496,913.0,False,Home,21858,14693,17.0,DRIVEALONEFREE
7321.0,3822,17133819,915.0,True,school,12926,20615,11.0,WALK
7325.0,3822,17133819,915.0,False,Home,20615,12926,17.0,WALK
7329.0,3829,17133915,916.0,True,work,34769,28317,8.0,DRIVEALONEFREE
7333.0,3829,17133915,916.0,False,Home,28317,34769,19.0,DRIVEALONEFREE
7337.0,3834,17133937,917.0,True,escort,24774,1466,8.0,SHARED2FREE
7341.0,3834,17133937,917.0,False,Home,1466,24774,8.0,DRIVEALONEFREE
7345.0,3834,17133937,918.0,True,work,7622,1466,12.0,DRIVEALONEFREE
7349.0,3834,17133937,918.0,False,escort,740,17735,17.0,DRIVEALONEFREE
7350.0,3834,17133937,918.0,False,Home,1466,740,17.0,SHARED2FREE
7353.0,3835,17133937,919.0,True,work,24774,1466,8.0,SHARED3FREE
7357.0,3835,17133937,919.0,False,Home,1466,24774,17.0,SHARED3FREE
7361.0,3837,17133946,920.0,True,social,26163,13144,7.0,WALK
7365.0,3837,17133946,920.0,False,Home,13144,26163,8.0,WALK
7369.0,3837,17133946,921.0,True,social,11310,13144,13.0,WALK
7373.0,3837,17133946,921.0,False,Home,34081,11310,13.0,WALK
7377.0,3837,17133946,922.0,True,social,33323,34081,17.0,WALK
7381.0,3837,17133946,922.0,False,Home,34081,33323,18.0,WALK
7385.0,3840,17133964,923.0,True,escort,1350,7862,8.0,SHARED2FREE
7389.0,3840,17133964,923.0,False,Home,7862,1350,9.0,DRIVEALONEFREE
7393.0,3840,17133964,924.0,True,social,29490,7862,14.0,DRIVEALONEFREE
7397.0,3840,17133964,924.0,False,escort,1350,29490,15.0,DRIVEALONEFREE
7398.0,3840,17133964,924.0,False,escort,31347,1350,15.0,SHARED2FREE
7399.0,3840,17133964,924.0,False,Home,7862,31347,15.0,SHARED3FREE
7401.0,3842,17133964,925.0,True,school,31347,7862,8.0,SHARED2FREE
7405.0,3842,17133964,925.0,False,Home,7862,31347,15.0,SHARED3FREE
7409.0,3843,17133964,926.0,True,school,1350,7862,8.0,SHARED2FREE
7413.0,3843,17133964,926.0,False,escort,31347,1350,15.0,SHARED2FREE
7414.0,3843,17133964,926.0,False,Home,7862,31347,15.0,SHARED3FREE
7417.0,3845,17133987,927.0,True,work,7530,2696,9.0,WALK_LOC
7421.0,3845,17133987,927.0,False,Home,2696,7530,22.0,WALK
7425.0,3857,17134148,928.0,True,work,21008,12656,7.0,WALK
7429.0,3857,17134148,928.0,False,work,4622,21008,18.0,TNC
7430.0,3857,17134148,928.0,False,social,34607,4622,22.0,WALK
7431.0,3857,17134148,928.0,False,Home,12656,34607,1.0,TNC
7433.0,3858,17134218,929.0,True,work,18218,34872,8.0,SHARED2FREE
7437.0,3858,17134218,929.0,False,shopping,18755,18218,17.0,SHARED2FREE
7438.0,3858,17134218,929.0,False,othmaint,27313,18755,17.0,WALK
7439.0,3858,17134218,929.0,False,shopping,33443,27313,18.0,SHARED2FREE
7440.0,3858,17134218,929.0,False,Home,34872,33443,19.0,SHARED2FREE
